 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
9100,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61028205,14,14,1213,4034,828,0,86.64285714,221.2418124,1460,0,288.14285710000007,528.8572378,85.97663982,0.458804253,2260303.889,4213005.973999999,10000000,48,61000000,4694477.308,5190380.198,10100000,470,60900000,4686502.0,5214526.805,10100000,48,0,0,0,0,292,364,0.229402126,0.229402126,0,1460,180.9310345,404.89918769999997,163943.3522,0,0,0,1,0,0,0,0,1,187.3928571,86.64285714,288.14285710000007,292,0,0,0,0,0,0,14,1213,14,4034,8192,116,13,20,145186.3333,102536.4945,354488,103153,9994387.5,6008.312633,10000000,9986894,BENIGN
1812,68,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,88235.29412,29411.764710000003,68.0,0.0,68,68,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,14705.88235,14705.88235,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
443,92948,23,23,1246,26890,901,0,54.1739130435,187.1721745477,1460,0,1169.1304347825999,536.7489936772,302706.889873908,494.9003744029,2065.5111111111,5211.5216091683005,22916,1,92948,4224.9090909091,8942.0749744388,36676,3,74700,3395.4545454546,6773.772408391999,22916,1,0,0,0,0,484,472,247.45018720139998,247.45018720139998,0,1460,598.6382978723001,687.9562494157001,473283.80111008295,0,0,0,1,0,0,0,0,1,611.6521739130001,54.1739130435,1169.1304347825999,484,0,0,0,0,0,0,23,1246,23,26890,65535,32,22,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,16407709,11,9,1409,4544,789,0,128.0909091,244.952834,1460,0,504.8888888999999,662.1082699,362.8172586,1.2189392190000001,863563.6316,2568703.3959999997,9935680,3,16400000,1640770.9,3451708.903,9935680,3,10500000,1307598.5,3554548.856,10100000,203,0,0,0,0,244,192,0.670416571,0.548522649,0,1460,283.4761905,494.68572029999996,244713.9619,0,0,0,1,0,0,0,0,0,297.65,128.0909091,504.8888888999999,244,0,0,0,0,0,0,11,1409,9,4544,8192,10240,9,20,313622.5,298501.5921,524695,102550,7890230.5,2892702.4239999996,9935680,5844781,BENIGN
57098,50,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20000.0,20000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
80,2928,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4098.360656,683.0601092999998,2928.0,0.0,2928,2928,2928,2928.0,0.0,2928,2928,0,0.0,0.0,0,0,0,0,0,0,40,0,683.0601092999998,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,314,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6369.4267515924,314.0,0.0,314,314,314,314.0,0.0,314,314,0,0.0,0.0,0,0,0,0,0,0,64,0,6369.4267515924,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,246,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
48304,2,2,0,2071,0,2065,6,1035.5,1455.932862,0,0,0.0,0.0,1040000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,40,0,1000000.0,0.0,6,2065,1378.666667,1188.7642039999996,1413160.333,0,1,0,0,1,0,0,0,0,2068.0,1035.5,0.0,40,0,0,0,0,0,0,2,2071,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,36435643,7,7,461,1818,431,0,65.85714286,161.0283915,1806,0,259.7142857,681.8537757,62.54864227,0.38423913600000004,2802741.769,4440236.541999999,10000000,78,30200000,5031950.666999999,5460625.476,10000000,232,36400000,6068678.833,4882702.995,10000000,26658,0,0,0,0,152,188,0.19211956800000002,0.19211956800000002,0,1806,151.93333330000004,470.6676818,221528.0667,0,0,0,1,0,0,0,0,1,162.78571430000005,65.85714286,259.7142857,152,0,0,0,0,0,0,7,461,7,1818,8192,946,6,20,63850.333329999994,67453.18888,141724,23609,10000000.0,415.897824,10000000,9999646,BENIGN
443,353755,13,9,1537,4622,1285,0,118.2307692308,353.324014149,1413,0,513.5555555556,679.6251009033,17410.3546239629,62.1899337112,16845.4761904762,40138.236127935495,179848,1,353755,29479.5833333333,72759.99980316151,256499,1,303016,37877.0,60841.8912733183,179848,2,0,0,0,0,428,296,36.748597193,25.4413365182,0,1413,267.7826086957,526.5357586511,277239.90513834,0,0,0,1,0,0,0,0,0,279.9545454545,118.2307692308,513.5555555556,428,0,0,0,0,0,0,13,1537,9,4622,65535,362,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,34596503,14,11,789,8351,309,0,56.35714286,103.8516747,1930,0,759.1818182,778.5067525000003,264.1885511,0.7226163870000001,1441520.958,7013271.623,34400000,1,34600000,2661269.462,9526624.712000001,34400000,1,197640,19764.0,35982.815989999996,110397,1,0,0,0,0,460,360,0.40466517700000004,0.31795121,0,1930,351.53846150000015,612.2831522000001,374890.6585,0,0,0,1,0,0,0,0,0,365.6,56.35714286,759.1818182,460,0,0,0,0,0,0,14,789,11,8351,65535,122,6,32,228748.0,0.0,228748,228748,34400000.0,0.0,34400000,34400000,BENIGN
53,185,2,2,76,180,38,38,38.0,0.0,90,90,90.0,0.0,1383783.784,21621.621619999998,61.66666667,101.6136474,179,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10810.810809999999,10810.810809999999,38,90,58.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,73.5,38.0,90.0,64,0,0,0,0,0,0,2,76,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116275802,71,113,2187,194098,522,0,30.8028169014,120.20727571489999,4344,0,1717.6814159292,999.3845272528,1688.0984402929,1.5824444711,635386.896174864,2400310.55830691,10024984,1,116275802,1661082.88571429,3679457.93469348,10047940,1,112150304,1001342.0,3029244.21896668,11047849,1,0,0,0,0,2292,3624,0.6106171601,0.9718273111,0,4344,1061.0,1137.5057811607,1293919.40217391,0,0,0,1,0,0,0,0,1,1066.7663043478,30.8028169014,1717.6814159292,2292,0,0,0,0,0,0,71,2187,113,194098,29200,1039,6,32,174788.545454545,345562.734146598,1023008,22890,10020849.090909101,8547.1883032324,10024984,9996909,BENIGN
443,131611,12,11,916,4513,469,0,76.33333333,147.34457659999995,1460,0,410.2727273,607.7198517,41250.35141,174.7574291,5982.318182,11324.71889,31374,1,102606,9327.818181999999,14099.60539,32565,1,103394,10339.4,15988.39909,38666,2,0,0,0,0,264,224,91.17778909,83.57964,0,1460,226.20833330000002,448.4488221,201106.34600000002,0,0,0,1,0,0,0,0,0,236.04347830000003,76.33333333,410.2727273,264,0,0,0,0,0,0,12,916,11,4513,65535,65535,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,800000.0,1.6666666669999999,2.081665999,4,0,5,1.6666666669999999,2.081665999,4,0,0,0.0,0.0,0,0,0,0,0,0,128,0,800000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,128,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
53,81554488,2,2,115,249,64,51,57.5,9.192388155,132,117,124.5,10.60660172,4.463273683,0.049046964000000005,27200000.0,47000000.0,81500000,23533,81500000,81500000.0,0.0,81500000,81500000,81500000,81500000.0,0.0,81500000,81500000,0,0,0,0,52,52,0.024523482000000003,0.024523482000000003,51,132,85.6,36.2946277,1317.3,0,0,0,0,0,0,0,0,1,107.0,57.5,124.5,52,0,0,0,0,0,0,2,115,2,249,-1,-1,1,20,23533.0,0.0,23533,23533,81500000.0,0.0,81500000,81500000,BENIGN
80,250,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,48000.0,8000.0,250.0,0.0,250,250,250,250.0,0.0,250,250,0,0.0,0.0,0,0,0,0,0,0,40,0,8000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57017,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,11256,64165,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46118,28,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71428.57143,28.0,0.0,28,28,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,35714.285710000004,35714.285710000004,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,114,338,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,73480,2,2,68,380,34,34,34.0,0.0,190,190,190.0,0.0,6096.897115,54.43658138,24493.33333,42340.55934,73384,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,80,27.21829069,27.21829069,34,190,96.4,85.44471897,7300.8,0,0,0,0,0,0,0,0,1,120.5,34.0,190.0,64,0,0,0,0,0,0,2,68,2,380,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,155,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,1058064.5159999998,25806.45161,51.66666667,83.4286122,148,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,12903.22581,12903.22581,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,40,0,0,0,0,0,0,2,66,2,98,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,57350,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,209.2414995641,34.8735832607,57350.0,0.0,57350,57350,57350,57350.0,0.0,57350,57350,0,0.0,0.0,0,0,0,0,0,0,40,0,34.8735832607,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16210,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,76,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,157894.7368,26315.78947,76.0,0.0,76,76,76,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0,0,0,40,0,26315.78947,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,63866,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
4462,3769970,2,0,62,0,31,31,31.0,0.0,0,0,0.0,0.0,16.44575421,0.5305082,3769970.0,0.0,3769970,3769970,3769970,3769970.0,0.0,3769970,3769970,0,0.0,0.0,0,0,1,0,0,0,40,0,0.5305082,0.0,31,31,31.0,0.0,0.0,0,1,0,0,1,1,0,0,0,46.5,31.0,0.0,40,0,0,0,0,0,0,2,62,0,0,64,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5793797,3,1,12,0,6,0,4.0,3.4641016150999997,0,0,0.0,0.0,2.0711806092,0.6903935364,1931265.66666667,3324791.6565992995,5770381,104,5793797,2896898.5,4063717.92274175,5770381,23416,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5177951523,0.1725983841,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,747,2,2,70,166,35,35,35.0,0.0,83,83,83.0,0.0,315930.3882,5354.752343,249.0,348.14221230000015,651,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,2677.376171,2677.376171,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35.0,83.0,64,0,0,0,0,0,0,2,70,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47906,2,2,64,248,32,32,32.0,0.0,124,124,124.0,0.0,6512.7541439999995,83.49684799,15968.666669999999,27613.517439999996,47854,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,80,41.748424,41.748424,32,124,68.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,86.0,32.0,124.0,40,0,0,0,0,0,0,2,64,2,248,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5736838,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.22936154,0.8715602570000001,1434209.5,2867760.3710000007,5735850,1,5736838,1434209.5,2867760.3710000007,5735850,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.8715602570000001,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,988.0,0.0,988,988,5735850.0,0.0,5735850,5735850,ATTACK
53,452,1,1,45,115,45,45,45.0,0.0,115,115,115.0,0.0,353982.300884956,4424.778761062,452.0,0.0,452,452,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2212.389380531,2212.389380531,45,115,68.3333333333,40.4145188433,1633.3333333332998,0,0,0,0,0,0,0,0,1,102.5,45.0,115.0,32,0,0,0,0,0,0,1,45,1,115,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
47833,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18867.92453,18867.92453,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,310,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
62073,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,122,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49685,214,1,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18691.58879,71.33333333,83.76355612,164,1,0,0.0,0.0,0,0,50,25.0,33.9411255,49,1,0,0,0,0,32,60,4672.897196,14018.69159,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,3,0,972,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,108731333,2,2,107,185,63,44,53.5,13.43502884,125,60,92.5,45.96194078,2.685518442,0.036787924,36200000.0,62700000.0,109000000,737,109000000,109000000.0,0.0,109000000,109000000,109000000,109000000.0,0.0,109000000,109000000,0,0,0,0,40,40,0.018393962,0.018393962,44,125,71.0,31.20096152,973.5,0,0,0,0,0,0,0,0,1,88.75,53.5,92.5,40,0,0,0,0,0,0,2,107,2,185,-1,-1,1,20,76692.0,0.0,76692,76692,109000000.0,0.0,109000000,109000000,BENIGN
53,232,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1396551.7240000002,17241.37931,77.33333333,49.07477288,134,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,40,40,8620.689655,8620.689655,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,113690862,40,49,4507,51026,1119,0,112.675,318.790936,2407,0,1041.346939,666.3070347999999,488.45614349999994,0.7828245690000001,1291941.614,3329647.966,10000000,21,114000000,2914548.7180000013,4543605.9010000015,10000000,219,114000000,2368067.3540000003,4250309.623,10000000,48,0,0,0,0,1288,1576,0.351831267,0.430993302,0,2407,617.0333333,708.3108955,501704.3247,0,0,0,1,0,0,0,0,1,623.9662921,112.675,1041.346939,1288,0,0,0,0,0,0,40,4507,49,51026,29200,76,6,32,323533.4545,938275.6741,3148007,23183,10000000.0,24920.18393000001,10000000,9959916,BENIGN
61824,1602,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1248.439451,1602.0,0.0,1602,1602,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,624.2197252999998,624.2197252999998,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,31,32850,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115593132,22,19,1395,4782,435,0,63.40909091,151.14788059999995,796,0,251.6842105,379.92529269999994,53.43743087,0.35469235299999996,2889828.3,4468450.463,10000000,26,116000000,5503316.524,4906674.2080000015,10000000,9238,116000000,6420517.667,4704147.949,10000000,523,0,0,0,0,488,524,0.19032272600000005,0.164369627,0,796,147.0714286,290.5623977,84426.50697,0,0,0,1,0,0,0,0,0,150.6585366,63.40909091,251.6842105,488,0,0,0,0,0,0,22,1395,19,4782,8192,292,18,20,524004.1818,1659396.5480000004,5527273,23525,9982327.364,66401.26516,10000000,9782518,BENIGN
53,48634,2,2,74,230,37,37,37.0,0.0,115,115,115.0,0.0,6250.7710659999975,82.24698769999998,16211.333330000001,28071.924789999997,48626,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,40,41.12349385,41.12349385,37,115,68.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,85.25,37.0,115.0,64,0,0,0,0,0,0,2,74,2,230,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60456,1,1,58,186,58,58,58.0,0.0,186,186,186.0,0.0,4035.9931189999998,33.08191081,60456.0,0.0,60456,60456,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.54095541,16.54095541,58,186,100.66666670000001,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,151.0,58.0,186.0,32,0,0,0,0,0,0,1,58,1,186,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,40051988,5,5,30,31,6,6,6.0,0.0,31,0,6.2,13.86362146,1.52302053,0.249675497,4450220.8889999995,5229667.801,10000000,267,40100000,10000000.0,75201.33334,10100000,9900195,40000000,10000000.0,100848.9064,10100000,9849083,0,0,0,0,100,148,0.12483774800000001,0.12483774800000001,0,31,6.090909091,8.768746153,76.89090909,0,0,0,0,1,0,0,0,1,6.7,6.0,6.2,100,0,0,0,0,0,0,5,30,5,31,16237,462,4,20,50397.0,302.4599147,50845,50184,9962533.25,75633.51564,10000000,9849083,BENIGN
80,60498667,10,10,648,263,600,0,64.8,188.059565,213,2,26.3,65.61173675,15.05818302,0.330585796,3184140.3680000002,4754616.7760000015,10000000,122,60400000,6706248.667,4998534.5,10100000,217,60400000,6716401.8889999995,5001074.66,10100000,2027,0,0,0,0,212,204,0.165292898,0.165292898,0,600,43.38095238,135.3567421,18321.44762,0,0,0,1,0,0,0,0,1,45.55,64.8,26.3,212,0,0,0,0,0,0,10,648,10,263,8192,30000,9,20,63363.16667000001,30157.46706000001,124920,50823,9996009.832999999,5976.768974000001,10000000,9985624,BENIGN
80,115786019,28,29,287,29615,287,0,10.25,54.23790188,2896,0,1021.206897,1087.0520880000001,258.2522506,0.492287415,2067607.4819999998,4028380.2369999997,10000000,1,116000000,4288371.074,4963221.808,10100000,49,111000000,3948486.643,4994905.187,10100000,1,0,0,0,0,904,936,0.241825397,0.250462018,0,2896,515.5517241,917.6293479000001,842043.6201,0,0,0,1,0,0,0,0,1,524.5964912,10.25,1021.206897,904,0,0,0,0,0,0,28,287,29,29615,29200,939,1,32,28788.909089999997,15669.980140000001,76033,23907,10000000.0,7800.179166,10000000,9998808,BENIGN
53,80732,1,1,56,109,56,56,56.0,0.0,109,109,109.0,0.0,2043.7992369816,24.7733240846,80732.0,0.0,80732,80732,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12.3866620423,12.3866620423,56,109,73.6666666667,30.5995642671,936.3333333333001,0,0,0,0,0,0,0,0,1,110.5,56.0,109.0,32,0,0,0,0,0,0,1,56,1,109,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5399405,9,9,796,5035,441,0,88.44444444,153.1225907,1448,0,559.4444444000002,671.4547846,1079.933808,3.333700658,317612.0588,1206868.465,4999494,3,399908,49988.5,34716.643110000005,92233,211,5355725,669465.625,1750860.595,4999576,3,0,0,0,0,296,296,1.666850329,1.666850329,0,1448,306.8947368000001,521.3276741999998,271782.5439,0,0,0,1,0,0,0,0,1,323.94444439999995,88.44444444,559.4444444000002,296,0,0,0,0,0,0,9,796,9,5035,29200,139,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
54001,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,74,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,7141352,7,1,816,2,201,0,116.57142859999999,105.31992079999999,2,2,2.0,0.0,114.54413670000001,1.120236056,1020193.1429999999,1292376.507,3616001,92,7141352,1190225.3329999999,1327193.65,3616001,171,0,0.0,0.0,0,0,0,0,0,0,160,24,0.980206549,0.140029507,0,201,90.88888889,104.48258759999999,10916.61111,0,0,0,1,0,0,0,0,0,102.25,116.57142859999999,2.0,160,0,0,0,0,0,0,7,816,1,2,29200,65535,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,1457787,12,14,2504,1864,1350,38,208.6666666667,382.38755526849997,1350,27,133.1428571429,351.3032564921,2996.322508020701,17.835253023900002,58311.48,100825.710076481,480029,4,1395990,126908.181818182,164771.57426135,541224,79,1419974,109228.769230769,143342.78421157302,517324,4,0,0,0,0,284,356,8.231655241799999,9.6035977821,27,1350,211.7777777778,420.3953572653,176732.25641025606,0,0,0,0,0,0,0,0,1,219.9230769231,208.6666666667,133.1428571429,284,0,0,0,0,0,0,12,2504,14,1864,-1,-1,11,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,211,2,2,72,232,36,36,36.0,0.0,116,116,116.0,0.0,1440758.294,18957.34597,70.33333333,81.54344445,161,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,64,64,9478.672986,9478.672986,36,116,68.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,85.0,36.0,116.0,64,0,0,0,0,0,0,2,72,2,232,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61210,2,2,56,476,28,28,28.0,0.0,238,238,238.0,0.0,8691.390295703299,65.3487992158,20403.3333333333,35334.4138246743,61204,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,88,64,32.6743996079,32.6743996079,28,238,112.0,115.02173707610001,13230.0,0,0,0,0,0,0,0,0,1,140.0,28.0,238.0,88,0,0,0,0,0,0,2,56,2,476,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
